Label,PixelY,PixelX,ReferenceLat,ReferenceLng
,671.7216523199635,463.92687886607234,54,15
,692.3247303649658,1020.1134518254158,54,18
,689.1713330238185,1576.9872276707977,54,21
,658.0076726686381,2133.509124491286,54,24
,1355.8802790583366,428.5874310966416,52,15
,2039.8016622206032,394.99530881871635,50,15
,1373.1551908371812,1594.3544572490694,52,21
,2058.6918927957418,1612.2279798307159,50,21
